u_knowledge,detail_title
TI.GSO.DE.SOLMAN-SAPHR-ZW,Fehlerhafte Pausenberechnung Siehe Anlag
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Pausenberechnung fehlerhaft, siehe Anlag"
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Systemfehler Transaktion
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Bitte prüfen, warum bei Stefan Schuldt ("
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Bitte prüfen, warum bei Thomas Prade (SA"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Workitem löschen
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Auftragsnummer 25730046; F
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: Simulation SAP HR
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Keine Berechtigu
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: in der Simulation fehlerhafter
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Geänderte Zeiten werden tro
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgabe kann nicht gelöscht
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP_HR: EZA Buchung 3 tage mit ""Feh"
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement: Fehler bei Aufruf d
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG MyPortal: Fehlermeldung beim Aufruf
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Mein Team: Erste Tätigkeits|-stätte
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: wegen Simulaton Zeitauswertung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,OSS-Anfrage gemäß Hinweis 3224733
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Maßnahme Organisatorischer Austritt zum
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Gesendeter Urlaubsantrag is
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG FACHLICHE STÖRUNG: Die Zuordnung de
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Aufgabe nicht möglich zu b
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Seit 01.02. soll ich Zeiten
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Fehler bei Einspielung VAP-Auszahldateie
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafter
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Elodie Eudine T-Personalnu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,RBM Probleme Indbound; Fehlerhafte Daten
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: My Portal - Aufaben - Zeitnach
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Abwesenheitsmitteilungen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: Fehlermeldung beim Ausführen
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP HR-System P91: Zeitnachweis sie
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Krankmeldungen und Mitteilung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Nutzer ist im Backe
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: SAP HR SBKZ nicht mehr Ver
TI.GSO.DE.SOLMAN-SAPHR-DEV,Betreff: E2E3872 - Gutachterdateien Lang
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Simulation Zeita
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Es werden nicht alle genehm
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte Urlaubstage in Myp
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Arbeitszeiterfassungsmodul
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Einzelfahrtenversteuerung: Fehler b
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Mein Team:  Anzeige Abwesenheitsmit
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Auftragsstatu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: fehlerhafter Eintrag - Mein
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Reisekostenabrechnung für eine
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: Schichtzuschläge am 24.12 / 31
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Stundenweises BeschVerbot.   29.01.2024
EC Cool,Abbruch DMPA_RUN_JOB
TI.GSO.DE.SOLMAN-SAPHR-ZW,"DTAG SAP_HR: ""Arbeitszeitnachweise im De"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Löschantrag:Abwesenheitsmit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgaben lässt sich nicht e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP: Störungsticket IT16, Flag Long"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Der Benutzer ist au
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe Abwes
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: HTTP Request fehlgeschlagen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Dringend ! Berechtigung in SAP
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: SBKZ W9X wird nu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Folgeauftrag zu Auftrag 25723355 Problem
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Workflow 10h-Überschreitung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP: WG: IDE-1001235384
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Antrag auf Abwesenheit fehl
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simu fehler 03/2024
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Urlaub nicht bearbeitbar
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte offene Abwesenheit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: SAP P91 - Fehlerlisten/Außendi
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Abwesenheiten
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Falsche Anzeige Stundenkont
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: ka
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: Be
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: Ge
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Abrkr BV: Simulation Zahlstellenmeldunge
TI.GSO.DE.SOLMAN-SAPHR-PYPB,P91_M050: Abrkr AE Erstellung Test Lohns
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: Be
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: BZ
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Gehalts und Elsterbescheinigung: mi
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe in Ve
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Abwesenheiten können nicht
TI.GSO.DE.SOLMAN-SAPHR-ZW,Dringend- Bitte Anwesenheit 0050  für Ze
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Mitteilungen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Bitte um DRINGEND Lösung des Fehler im I
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG SAP: Falsch geroutete Führungskräft
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,HR-Themen: Aufgabe öffnen Freistellung C
TI.GSO.DE.SOLMAN-SAPHR-DEV,"DTAG SAP: „Simulation, Zeitauswertung, T"
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: EZA-Konto auf 0h
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-DEV,Kurzdump Report YECPA_MEDAT_CHG_POINTER_
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Bitte prüfen, warum bei Christian Pieper"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,MA ist zum 01.02.2004 zum Land versetzt
TI.GSO.DE.SOLMAN-SAPHR-PYPB,ELSTER 2023 Eintrag in Zeile 19 unplausi
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Löschung Eintrag Erholungsu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlerhafter Urlaub kann ni
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP HR-System P91: Kollision Eingab
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Übergabe Backoffice
DTSE,DTAG SAP_HR: Kind Krank der Mitarbeiter
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Änderung Urlaubseintrag Dez
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Arbeitszeit wird nicht korr
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG AMS: SAP-Fehlermeldung nach Abfrage
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: BEM-Vorgang wurde versehentlic
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Fehler bei Aufruf v
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-DEV,AW: Vorstellung Umsetzung Anpassung aus
TI.GSO.DE.SOLMAN-SAPHR-ZW,"DTAG AMS: WG: In ""Meine Abwesenheiten"" w"
HR Enabling,DTAG ePersA: Dokumente werden nicht ange
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG ONE.PSL: Mitarbeiterin Laura Lis ni
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement: Teamkalender in Ver
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Als Führungskraft nicht mehr Tagesberich
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Aufgabe lässt sich nich b
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG MYPORTAL: Ampelphasenübersicht vom
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG AMS: WG: IDE-1001174749
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Erweiterung der
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: SAP - Zugriff au
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Überspielung Sap
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Meine Daten e
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Zeitbuchung am 16.0
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte Workflow Urlaubsta
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte myPortal Aufgabe
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP_HR: ich kann nicht auf den Buch
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG/Fremdthema/DTSE/ - Korrektur des Ab
DTSE,DTAG SAP: AW: Auftragsnummer: HRDE-10030
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Bitte myPortal Aufgabe löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe Abwes
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP HR-System P91: Saphir Störung
TI.GSO.DE.SOLMAN-SAPHR-ZW,"MA in Wechselschicht, erhält immer den S"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: MyPortal
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP: WG: Fehler in MyPortal, Aufgab"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgabe Offen in Kopfzeile
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Aufgabe kann nicht genehmi
DTSE,DTAG SAP HR-System P91: EEL Eingsngsmeld
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe Abwes
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"tiefste Rückrechnung ab 01.01.2018, Bitt"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Warnmeldung: Gül
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: Keine Berechtigu
TI.GSO.DE.SOLMAN-SAPHR-PYPB,"Andruck  der Lohnart ""STBA Pausch.ST-Bru"
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Ticket für die P91 Mdt200 erst
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Mein Team: Mitarbeiterin nicht sich
EC Cool,DTAG Mein Team: Mitarbeiter nicht sichtb
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Im Januar 2024 gab
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: wiederkehrender Aufgabe Ant
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP_HR: Kommen/Gehen Buchung nicht
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP_HR: Es werden keine Arbeitszeit
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: MyCard verloren
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Mitarbeiter aus dem automatisch Tagesber
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Mitarbeiterin Michaela May (Personalnr:
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: MyPortal Abwesenheitsantrag Me
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: ich bekomme immer noch Benachr
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Fehlermeldung bei d
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Fehlerhafte EU-Buchung
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Abwesenheitsantrag: Urlaubstag
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Fehlendes Urlaubskontingent für 2023, ge"
TI.GSO.DE.SOLMAN-SAPHR-PYPB,P91_M200: Störungsticket: Abrkr 02 Prüfu
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: abgelehnter Abwesenheitsant
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simu- Fehlerliste 03/2024(N1-SIM-HST-20-
TI.GSO.DE.SOLMAN-SAPHR-ZW,Folgeauftrag zu Auftrag 24651659
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP_HR: Ich nicht alle meine Mitarb
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Fehlermeldungen
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Diskrepanz bzgl.
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Antrag im Status fehlerhaft
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: trotz Rolle AH:1
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simu- Fehlerliste 03/2024(N1-SIM-HST-20-
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: MyPortal Urlaubsantrag fehlges
TI.GSO.DE.SOLMAN-SAPHR-EGA,Simu- Fehlerliste 03/2024(N1-SIM-HST-20-
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Aufgabe zum BEM Erstgespräch m
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Bei Änderungen einer Abwese
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Im Teamkalender werden mir
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Anzeige Teamkalender
TI.GSO.DE.SOLMAN-SAPHR-EGA,WG: AW: AW: Zuführung aufgrund Par. 16 P
DTSE,DTAG SAP: WG: Fehler/Problem - Arbeitsze
EC Cool,Mitarbeiterkreiswechsel AT zu Ltd. ANG z
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Simufehler: Keine Versorgungsgrundlage f
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Fehler Datensatz
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgabe lässt sich nicht lö
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Zeitmanagement: Gehen 28.02.24 fehl
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Nicht abschließbare Aufgabe in
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: myPortal - Fehlerhafte Abw
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: Fehlermeldung SA
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Abbruch der SSt Coco
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Mein Team: Aufgabe Probezeitgespräc
TI.GSO.DE.SOLMAN-SAPHR-PYPB,unerklärliche ZMV Ausgangsmeldung
TI.GSO.DE.SOLMAN-SAPHR-ZW,"Folgeauftrag zum AMS 25701628, fehlerhaf"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Zugeordnete Aufgaben sind f
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement: Outlookeintrag
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: MyPortal Bereinigung?
TI.GSO.DE.SOLMAN-SAPHR-ZW,"DTAG SAP_HR: Seit Monaten 20,63 Stunden"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM abbrechen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte A
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Aufgabe lässt sich nicht er
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Nachfrage | Aufgabe in MyPorta
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: WG: Myportal neue Aufgabe/Bena
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde versehentlic
TI.GSO.DE.SOLMAN-SAPHR-REORG,DTAG Fremdkräfte verwalten: neuer Freela
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Zeitmanagement: Abwesenheit im Stat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Fehlerhafte Workflows in Verbi
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Reisemanagement: FM: fehlende Berec
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Offene Aufgabe MyPortal
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Fehler in der Berechnung
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG Mein Team: Auswertung Ampelphase je
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,Testticket Interface SM9  MyWizard SolMa
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Löschung Abwesenheitsmitt
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Myportal -> Aufgaben / Ni
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP HR-System P91: SAP Berechtigung
HR Enabling,DTAG SAP HR-System P91: Button 'Beurteil
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Zeitmanagement: Kacheln in der Kate
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: bekomme täglich bzw wöche
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG ONE.PSL:  : aTB: Benachrichtigung (
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG ONE.PSL:  LEMAN Keine Zeitgutschrif
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Bitte löschen
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG MYPORTAL: Fehlermeldung | Aufgaben
TI.GSO.DE.SOLMAN-SAPHR-PYPB,Überprüfung Beitragssatz KV
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Bitte löschen oder korrigieren
TI.GSO.DE.SOLMAN-SAPHR-DEV,"AMS-Auftrag 25761424, COCO-ID 190065, OZ"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: Angebot Betriebliche Eingliede
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG AMS-PERSONAL: BEM Workflow
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Stornierung von fehlerhafte
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP HR-System P91: M.Brueggemann@te
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-ZW,DTAG SAP_HR: Neuester angezeigter Monat
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG Technische HR-Themen: Aufgabe Neben
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP_HR: Urlaubsantrag löschen, aufg"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,"DTAG SAP_HR: ""Bitte löschen oder korrigi"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: WG: Urlaubsantrag Aylin Akcay
DTSE,DTAG Zeitmanagement: Zeitnachweis nicht
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-PYPB,DTAG SAP_HR: Freigabe der Einzelfahrten
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG Technische HR-Themen: Fehlerhafte W
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG SAP: Sachbearbeiter Kennzeichen GK
TI.GSO.DE.SOLMAN-SAPHR-ZW,MA war im Januar im Lazko Sabbatical. Er
TI.GSO.DE.SOLMAN-SAPHR-PYPB,"Bildung von SV-Tagen in 01/24 und 02/24,"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP_HR: Bitte löschen oder korrigie
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG SAP: Aufgabe Abwesenheit / Fehler D
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG P91: Kein Benutzer mit SNC-Name p:E
TI.GSO.DE.SOLMAN-SAPHR-DEV,DTAG AMS: WG: Auftragsnummer 25738962; C
TI.GSO.DE.SOLMAN-SAPHR-DEV,"Hallo, ich bekomme von meiner Führungskr"
TI.GSO.DE.SOLMAN-SAPHR-SYSTEM,DTAG BEM: BEM-Vorgang wurde vom System e
